D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_25_707.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_25_707.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_25_707.jpg, -0.4530504, 1, 0, 17.15896
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_25_814.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_25_814.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_25_814.jpg, -0.4492761, 1, 0, 17.96632
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_25_916.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_25_916.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_25_916.jpg, -0.1728465, 1, 0, 19.14312
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_26_031.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_26_031.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_26_031.jpg, 0, 1, 0, 20.3223
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_26_131.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_26_131.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_26_131.jpg, 0, 1, 0, 21.2446
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_26_234.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_26_234.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_26_234.jpg, 0, 1, 0, 22.29086
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_26_341.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_26_341.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_26_341.jpg, 0, 1, 0, 23.2508
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_26_446.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_26_446.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_26_446.jpg, 0, 1, 0, 24.42461
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_26_548.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_26_548.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_26_548.jpg, -0.3065958, 1, 0, 25.32447
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_26_658.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_26_658.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_26_658.jpg, -0.4194771, 1, 0, 26.083
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_26_759.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_26_759.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_26_759.jpg, -0.1527903, 1, 0, 27.03933
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_26_866.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_26_866.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_26_866.jpg, -0.4381014, 1, 0, 28.10742
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_26_979.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_26_979.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_26_979.jpg, -0.5869865, 1, 0, 28.81572
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_27_081.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_27_081.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_27_081.jpg, -0.2832242, 1, 0, 29.75378
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_27_191.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_27_191.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_27_191.jpg, 0, 1, 0, 30.18584
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_27_305.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_27_305.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_27_305.jpg, 0, 1, 0, 30.18822
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_27_421.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_27_421.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_27_421.jpg, 0, 1, 0, 30.18985
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_27_524.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_27_524.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_27_524.jpg, 0.2704485, 1, 0, 30.17438
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_27_625.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_27_625.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_27_625.jpg, 0.5736963, 1, 0, 30.13692
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_27_738.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_27_738.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_27_738.jpg, 0.2731419, 1, 0, 30.19333
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_27_845.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_27_845.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_27_845.jpg, 0.007614266, 1, 0, 30.18887
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_27_957.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_27_957.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_27_957.jpg, 0, 1, 0, 30.19053
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_28_069.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_28_069.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_28_069.jpg, -0.1114554, 1, 0, 30.18613
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_28_177.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_28_177.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_28_177.jpg, -0.4015323, 1, 0, 30.15751
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_28_287.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_28_287.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_28_287.jpg, -0.1080321, 1, 0, 30.1909
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_28_390.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_28_390.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_28_390.jpg, 0, 1, 0, 30.18944
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_28_504.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_28_504.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_28_504.jpg, 0, 1, 0, 30.19022
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_28_607.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_28_607.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_28_607.jpg, -0.3064047, 1, 0, 30.1747
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_28_727.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_28_727.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_28_727.jpg, 0, 1, 0, 30.18887
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_28_827.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_28_827.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_28_827.jpg, 0, 1, 0, 30.19016
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_28_943.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_28_943.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_28_943.jpg, 0, 1, 0, 30.19029
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_29_053.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_29_053.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_29_053.jpg, -0.3319465, 1, 0, 30.16995
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_29_155.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_29_155.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_29_155.jpg, -0.05226782, 1, 0, 30.19117
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_29_269.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_29_269.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_29_269.jpg, -0.3648225, 1, 0, 30.17024
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_29_388.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_29_388.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_29_388.jpg, -0.0111345, 1, 0, 30.18835
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_29_488.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_29_488.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_29_488.jpg, 0, 1, 0, 30.18962
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_29_591.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_29_591.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_29_591.jpg, 0, 1, 0, 30.19073
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_29_700.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_29_700.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_29_700.jpg, -0.3270276, 1, 0, 30.16829
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_29_800.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_29_800.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_29_800.jpg, -0.06869582, 1, 0, 30.19089
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_29_902.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_29_902.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_29_902.jpg, 0, 1, 0, 30.18991
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_30_006.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_30_006.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_30_006.jpg, 0, 1, 0, 30.19028
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_30_116.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_30_116.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_30_116.jpg, 0, 1, 0, 30.19029
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_30_221.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_30_221.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_30_221.jpg, -0.0390765, 1, 0, 30.18999
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_30_330.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_30_330.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_30_330.jpg, -0.3088677, 1, 0, 30.17177
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_30_439.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_30_439.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_30_439.jpg, 0, 1, 0, 30.18887
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_30_541.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_30_541.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_30_541.jpg, 0, 1, 0, 30.18942
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_30_644.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_30_644.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_30_644.jpg, 0, 1, 0, 30.19013
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_30_756.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_30_756.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_30_756.jpg, -0.3344115, 1, 0, 30.1692
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_30_863.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_30_863.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_30_863.jpg, -0.0595803, 1, 0, 30.191
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_30_968.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_30_968.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_30_968.jpg, 0, 1, 0, 30.19024
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_31_077.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_31_077.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_31_077.jpg, 0, 1, 0, 30.19049
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_31_224.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_31_224.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_31_224.jpg, -0.4336089, 1, 0, 30.16483
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_31_339.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_31_339.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_31_339.jpg, -0.08500771, 1, 0, 30.19209
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_31_479.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_31_479.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_31_479.jpg, -0.5033013, 1, 0, 30.16975
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_31_593.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_31_593.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_31_593.jpg, -0.7144428, 1, 0, 30.14974
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_31_705.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_31_705.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_31_705.jpg, -0.3784551, 1, 0, 30.19914
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_31_806.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_31_806.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_31_806.jpg, -0.07638748, 1, 0, 30.18792
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_31_911.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_31_911.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_31_911.jpg, 0, 1, 0, 30.1878
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_32_026.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_32_026.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_32_026.jpg, 0.3428745, 1, 0, 30.15398
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_32_129.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_32_129.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_32_129.jpg, 0.6526296, 1, 0, 30.11696
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_32_238.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_32_238.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_32_238.jpg, 0.9797968, 1, 0, 30.05736
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_32_339.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_32_339.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_32_339.jpg, 1, 1, 0, 30.14497
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_32_440.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_32_440.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_32_440.jpg, 0.6949232, 1, 0, 30.17027
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_32_543.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_32_543.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_32_543.jpg, 0.4163615, 1, 0, 30.20113
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_32_644.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_32_644.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_32_644.jpg, -0.0446025, 1, 0, 30.17507
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_32_752.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_32_752.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_32_752.jpg, -0.39966, 1, 0, 30.14027
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_32_866.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_32_866.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_32_866.jpg, -0.05911528, 1, 0, 30.1951
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_32_984.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_32_984.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_32_984.jpg, -0.4147128, 1, 0, 30.16114
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_33_089.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_33_089.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_33_089.jpg, -0.727403, 1, 0, 30.12061
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_33_203.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_33_203.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_33_203.jpg, -0.4278137, 1, 0, 30.19211
D:\torrent\data\simulator-windows-64\IMG\center_2018_12_28_07_14_33_309.jpg, D:\torrent\data\simulator-windows-64\IMG\left_2018_12_28_07_14_33_309.jpg, D:\torrent\data\simulator-windows-64\IMG\right_2018_12_28_07_14_33_309.jpg, -0.6981935, 1, 0, 30.15419
